Tree	Validity	Type	Sequence_MA	Sequence_MM	Sequence_AD	Sequence_MU	Shape
ENSGT00530000063262	invalid	-1	APAMA00000046859	TRAMM00000023553	APAAD00000035940	TRAMU00000022638	(MU,(MA,(AD,MM)));
ENSGT00530000063262	invalid	1	APAMA00000046864	APAMM00000044631	APAAD00000035942	TRAMU00000022643	(MA,(MM,(AD,MU)));
ENSGT00750000117238	invalid	1	APAMA00000027181	APAMM00000025690	APAAD00000020664	APAMU00000022191	(MA,(MM,(AD,MU)));
ENSGT00750000117238	invalid	-2	APAMA00000027165	APAMM00000025676	APAAD00000020642	APAMU00000022206	(MU,(AD,(MA,MM)));
ENSGT00750000117238	invalid	-7	APAMA00000027172	APAMM00000025699	APAAD00000020661	APAMU00000022201	(MU,(MA,(AD,MM)));
ENSGT00750000117238	invalid	1	APAMA00000027211	APAMM00000025693	APAAD00000020672	APAMU00000022212	(MA,(MM,(AD,MU)));
ENSGT00750000117238	invalid	1	TRAMA00000013744	APAMM00000025686	TRAAD00000011709	APAMU00000022194	(MA,(MM,(AD,MU)));
ENSGT00750000117238	invalid	1	APAMA00000027189	APAMM00000025682	APAAD00000020643	APAMU00000022188	(MA,(MM,(AD,MU)));
ENSGT00750000117238	invalid	1	APAMA00000027163	APAMM00000025673	APAAD00000020647	APAMU00000022199	(MA,(MM,(AD,MU)));
ENSGT00840000129785	invalid	1	APAMA00000026810	APAMM00000025341	APAAD00000020382	APAMU00000021912	(MA,(MM,(AD,MU)));
ENSGT00840000129785	invalid	1	APAMA00000026813	TRAMM00000013100	TRAAD00000011579	APAMU00000021917	(MA,(MM,(AD,MU)));
ENSGT00840000129785	invalid	1	TRAMA00000013611	TRAMM00000013103	APAAD00000020389	APAMU00000021908	(MA,(MM,(AD,MU)));
ENSGT00520000055616	invalid	1	APAMA00000053315	APAMM00000050979	APAAD00000041064	APAMU00000043971	(MA,(MM,(AD,MU)));
ENSGT00760000118945	invalid	1	APAMA00000052664	APAMM00000050379	APAAD00000040573	TRAMU00000025353	(MA,(MM,(AD,MU)));
ENSGT00390000000023	invalid	1	APAMA00000040331	APAMM00000038316	APAAD00000030916	APAMU00000033104	(MA,(MM,(AD,MU)));
ENSGT00760000119048	invalid	-1	TRAMA00000021499	APAMM00000039347	TRAAD00000017956	APAMU00000033980	(AD,(MA,(MM,MU)));
ENSGT00760000119048	invalid	1	APAMA00000041397	APAMM00000039351	APAAD00000031720	TRAMU00000023509	(MA,(MM,(AD,MU)));
ENSGT00760000119048	invalid	1	APAMA00000041386	APAMM00000039327	APAAD00000031725	APAMU00000033945	(MA,(MM,(AD,MU)));
ENSGT00760000119048	invalid	1	APAMA00000041361	APAMM00000039300	APAAD00000031685	APAMU00000033964	(MA,(MM,(AD,MU)));
ENSGT00760000119048	invalid	1	APAMA00000041414	TRAMM00000020715	TRAAD00000017967	APAMU00000033971	(MA,(MM,(AD,MU)));
ENSGT00760000119048	invalid	-1	TRAMA00000021522	APAMM00000039281	APAAD00000031684	APAMU00000033929	(MU,(AD,(MA,MM)));
ENSGT00760000119048	invalid	1	APAMA00000041352	APAMM00000039321	TRAAD00000017962	APAMU00000033926	(MA,(MM,(AD,MU)));
ENSGT00880000137862	invalid	1	APAMA00000047852	APAMM00000045632	APAAD00000036753	APAMU00000039426	(MA,(MM,(AD,MU)));
ENSGT00880000137862	invalid	1	APAMA00000047839	APAMM00000045626	TRAAD00000020972	TRAMU00000009800	(MA,(MM,(AD,MU)));
ENSGT00880000137862	invalid	1	APAMA00000047844	APAMM00000045636	TRAAD00000020977	APAMU00000039390	(MA,(MM,(AD,MU)));
ENSGT00880000137862	invalid	1	APAMA00000047856	APAMM00000045676	APAAD00000036774	APAMU00000039440	(MA,(MM,(AD,MU)));
ENSGT00880000137862	invalid	1	APAMA00000047870	APAMM00000045663	APAAD00000036758	TRAMU00000009797	(MA,(MM,(AD,MU)));
ENSGT00880000137862	invalid	1	APAMA00000047904	APAMM00000045650	APAAD00000036751	APAMU00000039407	(MA,(MM,(AD,MU)));
ENSGT00880000137862	invalid	1	APAMA00000047829	APAMM00000045667	APAAD00000036731	APAMU00000039403	(MA,(MM,(AD,MU)));
ENSGT00880000137862	invalid	1	TRAMA00000010593	APAMM00000045679	APAAD00000036740	APAMU00000039415	(MA,(MM,(AD,MU)));
ENSGT00880000137862	invalid	1	APAMA00000047892	APAMM00000045645	APAAD00000036770	APAMU00000039442	(MA,(MM,(AD,MU)));
ENSGT00760000118898	invalid	1	APAMA00000066667	APAMM00000063843	APAAD00000051487	APAMU00000055162	(MA,(MM,(AD,MU)));
ENSGT00760000118898	invalid	1	APAMA00000066672	APAMM00000063836	APAAD00000051486	APAMU00000055158	(MA,(MM,(AD,MU)));
ENSGT00760000118898	invalid	1	APAMA00000066679	APAMM00000063828	APAAD00000051492	TRAMU00000032047	(MA,(MM,(AD,MU)));
ENSGT00760000118898	invalid	1	APAMA00000066675	APAMM00000063841	APAAD00000051493	APAMU00000055155	(MA,(MM,(AD,MU)));
ENSGT00760000118898	invalid	1	APAMA00000066671	APAMM00000063839	APAAD00000051489	APAMU00000055160	(MA,(MM,(AD,MU)));
ENSGT00760000118898	invalid	1	APAMA00000066668	APAMM00000063832	APAAD00000051494	APAMU00000055154	(MA,(MM,(AD,MU)));
ENSGT00890000139337	invalid	1	TRAMA00000010071	APAMM00000019061	APAAD00000015330	APAMU00000016486	(MA,(MM,(AD,MU)));
ENSGT00890000139337	invalid	-1	APAMA00000020110	APAMM00000019071	APAAD00000015331	APAMU00000016464	(MU,(MA,(AD,MM)));
ENSGT00530000063017	invalid	1	APAMA00000038293	APAMM00000036259	APAAD00000029275	APAMU00000031369	(MA,(MM,(AD,MU)));
ENSGT00410000025651	invalid	1	TRAMA00000023337	TRAMM00000006595	APAAD00000009014	APAMU00000009687	(MA,(MM,(AD,MU)));
ENSGT00410000025651	invalid	-1	APAMA00000011687	APAMM00000011147	APAAD00000009012	APAMU00000009691	(MM,(MA,(AD,MU)));
ENSGT00530000063194	invalid	1	APAMA00000042115	APAMM00000039972	TRAAD00000018283	APAMU00000034555	(MA,(MM,(AD,MU)));
ENSGT00530000063194	invalid	1	TRAMA00000021832	APAMM00000039986	APAAD00000032287	APAMU00000034554	(MA,(MM,(AD,MU)));
ENSGT00530000063246	invalid	1	APAMA00000044534	TRAMM00000022348	APAAD00000034161	APAMU00000036565	(MA,(MM,(AD,MU)));
ENSGT00530000063246	invalid	1	APAMA00000044529	APAMM00000042429	APAAD00000034164	APAMU00000036568	(MA,(MM,(AD,MU)));
ENSGT00390000004555	invalid	1	APAMA00000060954	APAMM00000058379	APAAD00000047217	APAMU00000050462	(MA,(MM,(AD,MU)));
ENSGT00390000004555	invalid	1	APAMA00000060958	APAMM00000058378	APAAD00000047218	APAMU00000050459	(MA,(MM,(AD,MU)));
ENSGT00760000118946	invalid	1	APAMA00000052543	APAMM00000050262	APAAD00000040503	APAMU00000043334	(MA,(MM,(AD,MU)));
ENSGT00760000118946	invalid	1	APAMA00000052534	APAMM00000050253	APAAD00000040485	APAMU00000043324	(MA,(MM,(AD,MU)));
ENSGT00760000118946	invalid	1	APAMA00000052539	APAMM00000050267	TRAAD00000022968	APAMU00000043344	(MA,(MM,(AD,MU)));
ENSGT00760000118946	invalid	1	APAMA00000052571	APAMM00000050256	APAAD00000040481	TRAMU00000025297	(MA,(MM,(AD,MU)));
ENSGT00760000118946	invalid	1	APAMA00000052548	APAMM00000050251	APAAD00000040491	APAMU00000043349	(MA,(MM,(AD,MU)));
ENSGT00550000074552	invalid	1	TRAMA00000012395	APAMM00000023338	APAAD00000018777	APAMU00000020108	(MA,(MM,(AD,MU)));
ENSGT00550000074552	invalid	1	APAMA00000024550	APAMM00000023332	APAAD00000018784	APAMU00000020111	(MA,(MM,(AD,MU)));
ENSGT00590000083091	invalid	1	APAMA00000037765	APAMM00000035770	APAAD00000028894	APAMU00000030993	(MA,(MM,(AD,MU)));
ENSGT00530000063213	invalid	1	APAMA00000007776	APAMM00000007516	APAAD00000006028	APAMU00000006491	(MA,(MM,(AD,MU)));
ENSGT00530000063213	invalid	1	APAMA00000007772	APAMM00000007521	TRAAD00000020149	APAMU00000006488	(MA,(MM,(AD,MU)));
ENSGT00390000010115	invalid	1	APAMA00000048365	APAMM00000046120	APAAD00000037150	APAMU00000039837	(MA,(MM,(AD,MU)));
ENSGT00390000014900	invalid	1	APAMA00000017020	APAMM00000016099	APAAD00000012991	APAMU00000013823	(MA,(MM,(AD,MU)));
ENSGT00510000046406	invalid	1	APAMA00000025626	APAMM00000024324	APAAD00000019566	APAMU00000020966	(MA,(MM,(AD,MU)));
ENSGT00390000009905	invalid	1	APAMA00000064227	TRAMM00000032048	APAAD00000049647	APAMU00000053127	(MA,(MM,(AD,MU)));
ENSGT00390000009905	invalid	1	TRAMA00000033284	APAMM00000061443	TRAAD00000027956	APAMU00000053123	(MA,(MM,(AD,MU)));
ENSGT00390000009905	invalid	1	TRAMA00000033291	APAMM00000061439	TRAAD00000027937	APAMU00000053120	(MA,(MM,(AD,MU)));
ENSGT00390000003175	invalid	1	APAMA00000057426	APAMM00000054917	APAAD00000044368	APAMU00000047472	(MA,(MM,(AD,MU)));
ENSGT00390000001132	invalid	1	APAMA00000032100	APAMM00000030456	APAAD00000024489	APAMU00000026296	(MA,(MM,(AD,MU)));
ENSGT00760000119018	invalid	1	APAMA00000012427	TRAMM00000006095	APAAD00000009543	APAMU00000010271	(MA,(MM,(AD,MU)));
ENSGT00760000119018	invalid	1	APAMA00000012414	APAMM00000011779	APAAD00000009537	APAMU00000010260	(MA,(MM,(AD,MU)));
ENSGT00760000119018	invalid	1	APAMA00000012412	APAMM00000011770	APAAD00000009536	TRAMU00000006053	(MA,(MM,(AD,MU)));
ENSGT00760000119018	invalid	1	TRAMA00000006286	APAMM00000011780	TRAAD00000005359	APAMU00000010279	(MA,(MM,(AD,MU)));
ENSGT00760000119018	invalid	1	APAMA00000012417	APAMM00000011774	APAAD00000009539	APAMU00000010269	(MA,(MM,(AD,MU)));
ENSGT00760000119018	invalid	1	APAMA00000012440	TRAMM00000006094	APAAD00000009550	TRAMU00000006050	(MA,(MM,(AD,MU)));
ENSGT00760000119028	invalid	1	APAMA00000048706	APAMM00000046438	APAAD00000037399	APAMU00000040119	(MA,(MM,(AD,MU)));
ENSGT00550000074475	invalid	1	APAMA00000012711	APAMM00000012053	APAAD00000009752	APAMU00000010487	(MA,(MM,(AD,MU)));
ENSGT00390000008096	invalid	1	APAMA00000060263	APAMM00000057734	TRAAD00000026385	APAMU00000049935	(MA,(MM,(AD,MU)));
ENSGT00390000014487	invalid	1	APAMA00000034514	APAMM00000032713	APAAD00000026393	APAMU00000028212	(MA,(MM,(AD,MU)));
ENSGT00390000014487	invalid	1	APAMA00000034504	APAMM00000032740	APAAD00000026399	TRAMU00000016589	(MA,(MM,(AD,MU)));
ENSGT00390000005200	invalid	1	TRAMA00000015702	TRAMM00000027888	APAAD00000043066	TRAMU00000014615	(MA,(MM,(AD,MU)));
ENSGT00390000006503	invalid	1	APAMA00000039153	APAMM00000037172	APAAD00000029957	APAMU00000032164	(MA,(MM,(AD,MU)));
ENSGT00390000006503	invalid	1	APAMA00000039151	APAMM00000037174	TRAAD00000015787	APAMU00000032166	(MA,(MM,(AD,MU)));
ENSGT00760000119145	invalid	1	APAMA00000035825	APAMM00000033978	APAAD00000027387	APAMU00000029305	(MA,(MM,(AD,MU)));
ENSGT00760000119145	invalid	1	APAMA00000035807	APAMM00000033972	APAAD00000027400	APAMU00000029310	(MA,(MM,(AD,MU)));
ENSGT00760000119145	invalid	1	APAMA00000035811	APAMM00000033966	APAAD00000027393	APAMU00000029314	(MA,(MM,(AD,MU)));
ENSGT00760000119145	invalid	1	APAMA00000035832	APAMM00000033974	APAAD00000027390	APAMU00000029311	(MA,(MM,(AD,MU)));
ENSGT00760000119145	invalid	1	APAMA00000035823	APAMM00000033983	APAAD00000027395	APAMU00000029321	(MA,(MM,(AD,MU)));
ENSGT00390000015785	invalid	1	APAMA00000062221	APAMM00000059608	TRAAD00000027228	APAMU00000051542	(MA,(MM,(AD,MU)));
ENSGT00550000074493	invalid	1	TRAMA00000032721	APAMM00000060207	APAAD00000048749	APAMU00000052047	(MA,(MM,(AD,MU)));
ENSGT00550000074493	invalid	1	APAMA00000062848	APAMM00000060216	APAAD00000048754	APAMU00000052062	(MA,(MM,(AD,MU)));
ENSGT00550000074493	invalid	1	APAMA00000062826	APAMM00000060206	APAAD00000048750	APAMU00000052045	(MA,(MM,(AD,MU)));
ENSGT00550000074493	invalid	1	TRAMA00000032707	APAMM00000060234	APAAD00000048758	APAMU00000052048	(MA,(MM,(AD,MU)));
ENSGT00550000074493	invalid	1	APAMA00000062851	APAMM00000060213	APAAD00000048771	TRAMU00000030376	(MA,(MM,(AD,MU)));
ENSGT00530000064390	invalid	1	APAMA00000018129	APAMM00000017128	APAAD00000013840	APAMU00000014767	(MA,(MM,(AD,MU)));
ENSGT00550000074695	invalid	1	APAMA00000027569	APAMM00000026069	APAAD00000020984	APAMU00000022559	(MA,(MM,(AD,MU)));
ENSGT00760000118800	invalid	1	APAMA00000040883	APAMM00000038828	APAAD00000031335	APAMU00000033522	(MA,(MM,(AD,MU)));
ENSGT00760000118800	invalid	1	APAMA00000040888	APAMM00000038805	APAAD00000031326	APAMU00000033521	(MA,(MM,(AD,MU)));
ENSGT00760000118800	invalid	1	APAMA00000040885	APAMM00000038822	APAAD00000031341	APAMU00000033533	(MA,(MM,(AD,MU)));
ENSGT00760000118800	invalid	1	APAMA00000040874	TRAMM00000020477	APAAD00000031337	APAMU00000033509	(MA,(MM,(AD,MU)));
ENSGT00760000118800	invalid	1	APAMA00000040863	TRAMM00000020455	APAAD00000031350	APAMU00000033545	(MA,(MM,(AD,MU)));
ENSGT00530000063543	invalid	1	TRAMA00000019838	APAMM00000036284	APAAD00000029297	TRAMU00000018282	(MA,(MM,(AD,MU)));
ENSGT00550000074420	invalid	1	APAMA00000039554	APAMM00000037556	TRAAD00000016532	TRAMU00000018136	(MA,(MM,(AD,MU)));
ENSGT00550000074420	invalid	1	APAMA00000039547	APAMM00000037549	APAAD00000030233	APAMU00000032445	(MA,(MM,(AD,MU)));
ENSGT00550000074420	invalid	1	APAMA00000039552	TRAMM00000018927	APAAD00000030235	TRAMU00000018135	(MA,(MM,(AD,MU)));
ENSGT00550000074420	invalid	1	APAMA00000039565	APAMM00000037559	TRAAD00000016535	TRAMU00000018127	(MA,(MM,(AD,MU)));
ENSGT00570000079186	invalid	1	APAMA00000045499	APAMM00000043373	APAAD00000034898	APAMU00000037475	(MA,(MM,(AD,MU)));
ENSGT00760000119059	invalid	1	APAMA00000007004	APAMM00000006855	APAAD00000005461	APAMU00000005823	(MA,(MM,(AD,MU)));
ENSGT00760000119059	invalid	1	APAMA00000007039	APAMM00000006846	APAAD00000005477	TRAMU00000003506	(MA,(MM,(AD,MU)));
ENSGT00760000119059	invalid	1	APAMA00000007024	APAMM00000006828	APAAD00000005458	APAMU00000005831	(MA,(MM,(AD,MU)));
ENSGT00760000119059	invalid	1	APAMA00000007021	APAMM00000006840	APAAD00000005459	APAMU00000005818	(MA,(MM,(AD,MU)));
ENSGT00760000119059	invalid	1	APAMA00000007011	APAMM00000006830	APAAD00000005464	APAMU00000005834	(MA,(MM,(AD,MU)));
ENSGT00760000119059	invalid	1	APAMA00000007029	APAMM00000006832	APAAD00000005456	APAMU00000005832	(MA,(MM,(AD,MU)));
ENSGT00760000119059	invalid	1	APAMA00000007031	APAMM00000006845	APAAD00000005475	APAMU00000005827	(MA,(MM,(AD,MU)));
ENSGT00760000119059	invalid	1	APAMA00000007015	APAMM00000006836	APAAD00000005466	APAMU00000005835	(MA,(MM,(AD,MU)));
ENSGT00880000137993	invalid	1	APAMA00000031081	APAMM00000029473	APAAD00000023676	APAMU00000025460	(MA,(MM,(AD,MU)));
ENSGT00880000137993	invalid	1	APAMA00000031078	APAMM00000029483	TRAAD00000013472	APAMU00000025457	(MA,(MM,(AD,MU)));
ENSGT00760000118939	invalid	1	APAMA00000020654	APAMM00000019632	APAAD00000015768	APAMU00000016992	(MA,(MM,(AD,MU)));
ENSGT00760000118939	invalid	1	APAMA00000020652	APAMM00000019629	APAAD00000015740	APAMU00000016968	(MA,(MM,(AD,MU)));
ENSGT00760000118939	invalid	1	APAMA00000020667	APAMM00000019647	APAAD00000015746	APAMU00000016964	(MA,(MM,(AD,MU)));
ENSGT00760000118939	invalid	1	APAMA00000020673	APAMM00000019674	APAAD00000015764	APAMU00000016959	(MA,(MM,(AD,MU)));
ENSGT00760000118939	invalid	1	APAMA00000020678	APAMM00000019659	APAAD00000015748	APAMU00000016977	(MA,(MM,(AD,MU)));
ENSGT00760000118939	invalid	1	TRAMA00000010414	APAMM00000019656	APAAD00000015749	APAMU00000016985	(MA,(MM,(AD,MU)));
ENSGT00890000139331	invalid	1	APAMA00000019991	APAMM00000018978	APAAD00000015303	APAMU00000016418	(MA,(MM,(AD,MU)));
ENSGT00530000063910	invalid	1	APAMA00000032538	APAMM00000030856	APAAD00000024841	TRAMU00000015562	(MA,(MM,(AD,MU)));
ENSGT00390000010457	invalid	1	APAMA00000036497	APAMM00000034619	APAAD00000027919	APAMU00000029896	(MA,(MM,(AD,MU)));
ENSGT00390000010457	invalid	1	APAMA00000036496	TRAMM00000018094	APAAD00000027921	APAMU00000029894	(MA,(MM,(AD,MU)));
ENSGT00390000015299	invalid	1	APAMA00000018830	APAMM00000017864	APAAD00000014447	APAMU00000015435	(MA,(MM,(AD,MU)));
ENSGT00390000003152	invalid	1	APAMA00000004750	APAMM00000004641	APAAD00000003778	APAMU00000003937	(MA,(MM,(AD,MU)));
ENSGT00890000139396	invalid	1	APAMA00000007834	APAMM00000007576	APAAD00000006087	APAMU00000006529	(MA,(MM,(AD,MU)));
ENSGT00890000139396	invalid	1	TRAMA00000013685	APAMM00000007570	APAAD00000006078	APAMU00000006547	(MA,(MM,(AD,MU)));
ENSGT00390000001574	invalid	1	APAMA00000041684	APAMM00000039604	APAAD00000031949	APAMU00000034203	(MA,(MM,(AD,MU)));
ENSGT00550000074737	invalid	1	APAMA00000014578	TRAMM00000007091	APAAD00000011181	APAMU00000011904	(MA,(MM,(AD,MU)));
ENSGT00510000047247	invalid	1	APAMA00000045312	APAMM00000043201	APAAD00000034772	APAMU00000037310	(MA,(MM,(AD,MU)));
ENSGT00510000047247	invalid	1	APAMA00000045318	APAMM00000043197	APAAD00000034775	APAMU00000037313	(MA,(MM,(AD,MU)));
ENSGT00500000044831	invalid	1	APAMA00000036844	APAMM00000034940	APAAD00000028166	APAMU00000030187	(MA,(MM,(AD,MU)));
ENSGT00700000104266	invalid	1	APAMA00000033462	APAMM00000031765	APAAD00000025593	APAMU00000027434	(MA,(MM,(AD,MU)));
ENSGT00700000104266	invalid	1	APAMA00000033466	APAMM00000031762	TRAAD00000014613	APAMU00000027436	(MA,(MM,(AD,MU)));
ENSGT00840000129964	invalid	1	APAMA00000046815	APAMM00000044582	APAAD00000035898	TRAMU00000022615	(MA,(MM,(AD,MU)));
ENSGT00760000119230	invalid	1	APAMA00000045033	APAMM00000042905	APAAD00000034542	APAMU00000037045	(MA,(MM,(AD,MU)));
ENSGT00760000119230	invalid	1	APAMA00000045032	APAMM00000042912	APAAD00000034535	APAMU00000037049	(MA,(MM,(AD,MU)));
ENSGT00760000119230	invalid	1	APAMA00000045027	APAMM00000042911	APAAD00000034543	APAMU00000037041	(MA,(MM,(AD,MU)));
ENSGT00390000006210	invalid	1	APAMA00000051385	APAMM00000049097	APAAD00000039544	APAMU00000042363	(MA,(MM,(AD,MU)));
ENSGT00880000137941	invalid	1	TRAMA00000032145	APAMM00000029693	APAAD00000023862	APAMU00000025645	(MA,(MM,(AD,MU)));
ENSGT00390000010089	invalid	1	APAMA00000039883	TRAMM00000019923	APAAD00000030518	APAMU00000032721	(MA,(MM,(AD,MU)));
ENSGT00390000009331	invalid	1	APAMA00000064699	APAMM00000061888	TRAAD00000028185	APAMU00000053509	(MA,(MM,(AD,MU)));
ENSGT00510000046450	invalid	1	APAMA00000052786	APAMM00000050472	APAAD00000040675	APAMU00000043517	(MA,(MM,(AD,MU)));
ENSGT00510000046450	invalid	1	TRAMA00000027419	APAMM00000050481	APAAD00000040671	APAMU00000043522	(MA,(MM,(AD,MU)));
ENSGT00760000119099	invalid	1	APAMA00000014369	APAMM00000013548	APAAD00000011003	APAMU00000011735	(MA,(MM,(AD,MU)));
ENSGT00760000119099	invalid	1	TRAMA00000000966	APAMM00000013563	TRAAD00000000932	APAMU00000011755	(MA,(MM,(AD,MU)));
ENSGT00760000119099	invalid	1	APAMA00000014393	APAMM00000013556	APAAD00000010999	APAMU00000011732	(MA,(MM,(AD,MU)));
ENSGT00760000119099	invalid	1	APAMA00000014424	APAMM00000013584	APAAD00000011040	APAMU00000011760	(MA,(MM,(AD,MU)));
ENSGT00760000119099	invalid	1	APAMA00000014363	APAMM00000013552	APAAD00000011007	TRAMU00000000937	(MA,(MM,(AD,MU)));
ENSGT00760000119099	invalid	1	APAMA00000014385	TRAMM00000001056	APAAD00000011016	APAMU00000011744	(MA,(MM,(AD,MU)));
ENSGT00760000119099	invalid	1	APAMA00000014419	APAMM00000013594	TRAAD00000000947	TRAMU00000000944	(MA,(MM,(AD,MU)));
ENSGT00760000119099	invalid	1	TRAMA00000000971	APAMM00000013606	TRAAD00000000933	TRAMU00000000939	(MA,(MM,(AD,MU)));
ENSGT00390000006679	invalid	1	TRAMA00000031201	TRAMM00000029938	APAAD00000046484	APAMU00000049717	(MA,(MM,(AD,MU)));
ENSGT00550000074529	invalid	1	APAMA00000050682	APAMM00000048466	APAAD00000038996	APAMU00000041768	(MA,(MM,(AD,MU)));
ENSGT00550000074529	invalid	1	APAMA00000050686	TRAMM00000025391	APAAD00000039001	APAMU00000041773	(MA,(MM,(AD,MU)));
ENSGT00550000074529	invalid	1	TRAMA00000026350	APAMM00000048458	APAAD00000039004	APAMU00000041765	(MA,(MM,(AD,MU)));
ENSGT00550000074529	invalid	1	APAMA00000050688	APAMM00000048453	APAAD00000039005	APAMU00000041762	(MA,(MM,(AD,MU)));
ENSGT00550000074529	invalid	1	APAMA00000050675	APAMM00000048455	TRAAD00000022106	APAMU00000041758	(MA,(MM,(AD,MU)));
ENSGT00730000111091	invalid	1	APAMA00000062131	APAMM00000059495	APAAD00000048173	APAMU00000051466	(MA,(MM,(AD,MU)));
ENSGT00690000101761	invalid	1	APAMA00000024873	APAMM00000023600	APAAD00000019013	APAMU00000020331	(MA,(MM,(AD,MU)));
ENSGT00690000101761	invalid	1	APAMA00000024850	APAMM00000023608	APAAD00000019002	TRAMU00000029260	(MA,(MM,(AD,MU)));
ENSGT00690000101761	invalid	1	APAMA00000024853	APAMM00000023602	TRAAD00000010688	APAMU00000020328	(MA,(MM,(AD,MU)));
ENSGT00690000101761	invalid	1	APAMA00000024857	TRAMM00000012164	TRAAD00000010690	APAMU00000020336	(MA,(MM,(AD,MU)));
ENSGT00390000003021	invalid	1	APAMA00000008327	APAMM00000008027	APAAD00000006451	APAMU00000006939	(MA,(MM,(AD,MU)));
ENSGT00730000110762	invalid	1	APAMA00000037447	APAMM00000035489	APAAD00000028644	TRAMU00000017966	(MA,(MM,(AD,MU)));
ENSGT00730000110762	invalid	1	APAMA00000037449	APAMM00000035488	APAAD00000028646	APAMU00000030711	(MA,(MM,(AD,MU)));
ENSGT00390000010535	invalid	1	APAMA00000052736	APAMM00000050429	APAAD00000040635	TRAMU00000025378	(MA,(MM,(AD,MU)));
ENSGT00550000074454	invalid	1	APAMA00000010098	APAMM00000009653	APAAD00000007813	APAMU00000008427	(MA,(MM,(AD,MU)));
ENSGT00550000074454	invalid	1	APAMA00000010105	APAMM00000009663	APAAD00000007816	APAMU00000008431	(MA,(MM,(AD,MU)));
ENSGT00550000074454	invalid	1	APAMA00000010094	APAMM00000009650	APAAD00000007817	APAMU00000008425	(MA,(MM,(AD,MU)));
ENSGT00390000018316	invalid	1	TRAMA00000013126	TRAMM00000012650	APAAD00000019696	TRAMU00000012164	(MA,(MM,(AD,MU)));
ENSGT00530000063236	invalid	1	APAMA00000058718	APAMM00000056209	APAAD00000045381	APAMU00000048573	(MA,(MM,(AD,MU)));
ENSGT00840000129812	invalid	1	APAMA00000034860	APAMM00000033096	APAAD00000026679	APAMU00000028511	(MA,(MM,(AD,MU)));
ENSGT00390000005726	invalid	1	TRAMA00000013259	APAMM00000024715	APAAD00000019855	APAMU00000021324	(MA,(MM,(AD,MU)));
ENSGT00390000005726	invalid	1	APAMA00000026097	APAMM00000024708	APAAD00000019865	APAMU00000021335	(MA,(MM,(AD,MU)));
ENSGT00500000044828	invalid	1	APAMA00000014441	APAMM00000013622	APAAD00000011051	APAMU00000011782	(MA,(MM,(AD,MU)));
ENSGT00860000133680	invalid	1	APAMA00000034290	TRAMM00000001617	APAAD00000026248	APAMU00000028065	(MA,(MM,(AD,MU)));
ENSGT00860000133680	invalid	1	APAMA00000034319	APAMM00000032548	APAAD00000026260	APAMU00000028075	(MA,(MM,(AD,MU)));
ENSGT00860000133680	invalid	-1	APAMA00000034300	APAMM00000032544	APAAD00000026242	APAMU00000028069	(MA,(MU,(AD,MM)));
ENSGT00860000133680	invalid	1	APAMA00000034314	APAMM00000032538	APAAD00000026250	APAMU00000028074	(MA,(MM,(AD,MU)));
ENSGT00860000133680	invalid	1	APAMA00000034292	APAMM00000032552	APAAD00000026257	APAMU00000028067	(MA,(MM,(AD,MU)));
ENSGT00860000133680	invalid	1	APAMA00000034341	APAMM00000032530	APAAD00000026268	TRAMU00000001448	(MA,(MM,(AD,MU)));
ENSGT00860000133680	invalid	1	APAMA00000034326	TRAMM00000001633	APAAD00000026274	APAMU00000028088	(MA,(MM,(AD,MU)));
ENSGT00530000063222	invalid	1	APAMA00000042241	TRAMM00000021111	APAAD00000032397	APAMU00000034657	(MA,(MM,(AD,MU)));
ENSGT00530000063660	invalid	1	APAMA00000032442	TRAMM00000016055	TRAAD00000014108	APAMU00000026562	(MA,(MM,(AD,MU)));
ENSGT00390000012479	invalid	1	APAMA00000029219	APAMM00000027691	APAAD00000022266	APAMU00000023872	(MA,(MM,(AD,MU)));
ENSGT00530000063105	invalid	1	APAMA00000019850	APAMM00000018795	APAAD00000015192	APAMU00000016306	(MA,(MM,(AD,MU)));
ENSGT00530000063105	invalid	1	TRAMA00000009895	TRAMM00000009726	TRAAD00000008542	APAMU00000016309	(MA,(MM,(AD,MU)));
ENSGT00390000008571	invalid	1	APAMA00000010021	APAMM00000009584	APAAD00000007718	APAMU00000008365	(MA,(MM,(AD,MU)));
ENSGT00760000119168	invalid	1	APAMA00000033478	APAMM00000031772	APAAD00000025603	APAMU00000027441	(MA,(MM,(AD,MU)));
ENSGT00760000119168	invalid	1	APAMA00000033484	APAMM00000031785	APAAD00000025607	APAMU00000027445	(MA,(MM,(AD,MU)));
ENSGT00760000119168	invalid	1	APAMA00000033476	APAMM00000031774	APAAD00000025602	APAMU00000027443	(MA,(MM,(AD,MU)));
ENSGT00760000119168	invalid	1	APAMA00000033490	APAMM00000031791	APAAD00000025605	APAMU00000027447	(MA,(MM,(AD,MU)));
ENSGT00760000119168	invalid	1	APAMA00000033491	APAMM00000031777	APAAD00000025613	APAMU00000027449	(MA,(MM,(AD,MU)));
ENSGT00500000044890	invalid	1	APAMA00000026576	APAMM00000025097	APAAD00000020177	APAMU00000021689	(MA,(MM,(AD,MU)));
ENSGT00890000139341	invalid	1	APAMA00000057711	APAMM00000055198	APAAD00000044587	APAMU00000047738	(MA,(MM,(AD,MU)));
